ev,evGol,dep,depGol
MALATYASPOR,2,TRABZONSPOR,3
ADANASPOR A.Ş.,1,FENERBAHCE,2
RIZESPOR,2,GENÇLERBİRLİĞİ,0
BESIKTAS,4,GAZİANTEPSPOR,1
DİYARBAKIRSPOR,0,DENİZLİSPOR,1
GAZİANTEPSPOR,2,ANKARAGUCU,1
TRABZONSPOR,2,ISTANBULSPOR,0
FENERBAHCE,4,A.SEBATSPOR,2
ELAZIĞSPOR,0,MALATYASPOR,0
ADANASPOR A.Ş.,0,BURSASPOR,3
GENÇLERBİRLİĞİ,2,SAMSUNSPOR,1
KONYASPOR,2,RIZESPOR,1
GALATASARAY,1,BESIKTAS,2
RIZESPOR,1,FENERBAHCE,0
ISTANBULSPOR,3,ELAZIĞSPOR,1
BURSASPOR,1,TRABZONSPOR,2
A.SEBATSPOR,4,ADANASPOR A.Ş.,3
ANKARAGUCU,1,GALATASARAY,0
MALATYASPOR,5,DİYARBAKIRSPOR,0
DENİZLİSPOR,2,GAZİANTEPSPOR,0
BESIKTAS,2,GENÇLERBİRLİĞİ,2
SAMSUNSPOR,2,KONYASPOR,3
GALATASARAY,4,DENİZLİSPOR,3
GENÇLERBİRLİĞİ,1,ANKARAGUCU,2
ELAZIĞSPOR,0,TRABZONSPOR,3
GAZİANTEPSPOR,1,MALATYASPOR,3
KONYASPOR,2,BESIKTAS,2
ADANASPOR A.Ş.,0,RIZESPOR,1
DİYARBAKIRSPOR,1,ISTANBULSPOR,2
A.SEBATSPOR,0,BURSASPOR,1
FENERBAHCE,1,SAMSUNSPOR,1
MALATYASPOR,1,GALATASARAY,2
RIZESPOR,0,A.SEBATSPOR,1
ISTANBULSPOR,0,GAZİANTEPSPOR,1
BURSASPOR,4,ELAZIĞSPOR,0
TRABZONSPOR,2,DİYARBAKIRSPOR,0
SAMSUNSPOR,2,ADANASPOR A.Ş.,1
ANKARAGUCU,1,KONYASPOR,0
DENİZLİSPOR,1,GENÇLERBİRLİĞİ,2
BESIKTAS,1,FENERBAHCE,3
ADANASPOR A.Ş.,1,BESIKTAS,0
FENERBAHCE,3,ANKARAGUCU,1
GAZİANTEPSPOR,1,TRABZONSPOR,2
GENÇLERBİRLİĞİ,2,MALATYASPOR,2
KONYASPOR,1,DENİZLİSPOR,1
A.SEBATSPOR,1,SAMSUNSPOR,0
GALATASARAY,2,ISTANBULSPOR,2
BURSASPOR,4,RIZESPOR,2
ELAZIĞSPOR,0,DİYARBAKIRSPOR,1
ANKARAGUCU,1,ADANASPOR A.Ş.,2
ELAZIĞSPOR,1,GAZİANTEPSPOR,2
MALATYASPOR,1,KONYASPOR,3
ISTANBULSPOR,3,GENÇLERBİRLİĞİ,0
DİYARBAKIRSPOR,0,BURSASPOR,3
SAMSUNSPOR,2,RIZESPOR,1
BESIKTAS,0,A.SEBATSPOR,2
TRABZONSPOR,2,GALATASARAY,4
DENİZLİSPOR,0,FENERBAHCE,4
FENERBAHCE,2,MALATYASPOR,4
BURSASPOR,1,SAMSUNSPOR,0
KONYASPOR,0,ISTANBULSPOR,2
ADANASPOR A.Ş.,4,DENİZLİSPOR,1
A.SEBATSPOR,3,ANKARAGUCU,2
GAZİANTEPSPOR,4,DİYARBAKIRSPOR,1
RIZESPOR,1,BESIKTAS,0
GALATASARAY,3,ELAZIĞSPOR,1
GENÇLERBİRLİĞİ,2,TRABZONSPOR,2
RIZESPOR,2,FENERBAHCE,2
GENÇLERBİRLİĞİ,1,SAKARYASPOR A.Ş.,0
DENİZLİSPOR,2,GAZİANTEPSPOR,1
KAYSERISPOR,0,TRABZONSPOR,3
MALATYASPOR,1,BESIKTAS,1
A.SEBATSPOR,1,B.B. ANKARASPOR,3
ISTANBULSPOR,1,DİYARBAKIRSPOR,1
SAMSUNSPOR,1,ANKARAGUCU,1
GALATASARAY,3,KONYASPOR,1
GAZİANTEPSPOR,1,GALATASARAY,0
B.B. ANKARASPOR,1,MALATYASPOR,3
ANKARAGUCU,0,ISTANBULSPOR,0
DİYARBAKIRSPOR,2,KAYSERISPOR,1
FENERBAHCE,2,SAMSUNSPOR,1
SAKARYASPOR A.Ş.,1,DENİZLİSPOR,2
GENÇLERBİRLİĞİ,1,BESIKTAS,1
TRABZONSPOR,3,A.SEBATSPOR,1
KONYASPOR,0,RIZESPOR,0
ISTANBULSPOR,0,FENERBAHCE,3
GENÇLERBİRLİĞİ,1,B.B. ANKARASPOR,1
MALATYASPOR,3,TRABZONSPOR,4
SAMSUNSPOR,1,KONYASPOR,1
DENİZLİSPOR,3,BESIKTAS,1
A.SEBATSPOR,2,DİYARBAKIRSPOR,2
GALATASARAY,2,RIZESPOR,1
KAYSERISPOR,1,ANKARAGUCU,1
GAZİANTEPSPOR,1,SAKARYASPOR A.Ş.,0
KAYSERISPOR,0,FENERBAHCE,2
B.B. ANKARASPOR,3,DENİZLİSPOR,2
RIZESPOR,2,SAMSUNSPOR,0
KONYASPOR,2,ISTANBULSPOR,1
SAKARYASPOR A.Ş.,1,GALATASARAY,2
TRABZONSPOR,3,GENÇLERBİRLİĞİ,1
DİYARBAKIRSPOR,1,MALATYASPOR,2
ANKARAGUCU,2,A.SEBATSPOR,1
BESIKTAS,3,GAZİANTEPSPOR,4
A.SEBATSPOR,1,FENERBAHCE,4
DENİZLİSPOR,0,TRABZONSPOR,2
GAZİANTEPSPOR,2,B.B. ANKARASPOR,1
GENÇLERBİRLİĞİ,2,DİYARBAKIRSPOR,0
ISTANBULSPOR,0,RIZESPOR,3
SAKARYASPOR A.Ş.,1,BESIKTAS,4
MALATYASPOR,1,ANKARAGUCU,0
KAYSERISPOR,2,KONYASPOR,2
GALATASARAY,3,SAMSUNSPOR,1
DİYARBAKIRSPOR,0,DENİZLİSPOR,1
B.B. ANKARASPOR,1,SAKARYASPOR A.Ş.,1
KONYASPOR,3,A.SEBATSPOR,3
SAMSUNSPOR,2,ISTANBULSPOR,1
FENERBAHCE,3,MALATYASPOR,1
TRABZONSPOR,0,GAZİANTEPSPOR,0
ANKARAGUCU,1,GENÇLERBİRLİĞİ,0
RIZESPOR,2,KAYSERISPOR,1
BESIKTAS,0,GALATASARAY,0
GENÇLERBİRLİĞİ,1,FENERBAHCE,2
A.SEBATSPOR,0,RIZESPOR,0
BESIKTAS,2,B.B. ANKARASPOR,3
KAYSERISPOR,1,SAMSUNSPOR,4
SAKARYASPOR A.Ş.,1,TRABZONSPOR,3
GAZİANTEPSPOR,1,DİYARBAKIRSPOR,1
DENİZLİSPOR,2,ANKARAGUCU,0
MALATYASPOR,5,KONYASPOR,0
GALATASARAY,4,ISTANBULSPOR,1
B.B. ANKARASPOR,0,GALATASARAY,2
RIZESPOR,0,MALATYASPOR,1
DİYARBAKIRSPOR,1,SAKARYASPOR A.Ş.,0
ANKARAGUCU,2,GAZİANTEPSPOR,1
FENERBAHCE,2,DENİZLİSPOR,0
ISTANBULSPOR,2,KAYSERISPOR,0
KONYASPOR,3,GENÇLERBİRLİĞİ,2
TRABZONSPOR,1,BESIKTAS,0
SAMSUNSPOR,3,A.SEBATSPOR,0
GENÇLERBİRLİĞİ,2,RIZESPOR,1
GAZİANTEPSPOR,0,FENERBAHCE,1
SAKARYASPOR A.Ş.,1,ANKARAGUCU,0
BESIKTAS,4,DİYARBAKIRSPOR,0
A.SEBATSPOR,2,ISTANBULSPOR,2
MALATYASPOR,1,SAMSUNSPOR,2
B.B. ANKARASPOR,1,TRABZONSPOR,1
DENİZLİSPOR,2,KONYASPOR,1
GALATASARAY,5,KAYSERISPOR,1
ISTANBULSPOR,0,MALATYASPOR,2
SAMSUNSPOR,2,GENÇLERBİRLİĞİ,0
KONYASPOR,2,GAZİANTEPSPOR,2
TRABZONSPOR,0,GALATASARAY,1
FENERBAHCE,6,SAKARYASPOR A.Ş.,0
ANKARAGUCU,1,BESIKTAS,4
DİYARBAKIRSPOR,1,B.B. ANKARASPOR,0
KAYSERISPOR,4,A.SEBATSPOR,1
RIZESPOR,2,DENİZLİSPOR,0
TRABZONSPOR,4,DİYARBAKIRSPOR,1
GENÇLERBİRLİĞİ,1,ISTANBULSPOR,0
BESIKTAS,2,FENERBAHCE,1
DENİZLİSPOR,2,SAMSUNSPOR,0
GAZİANTEPSPOR,0,RIZESPOR,1
B.B. ANKARASPOR,2,ANKARAGUCU,0
MALATYASPOR,0,KAYSERISPOR,1
SAKARYASPOR A.Ş.,1,KONYASPOR,4
GALATASARAY,2,A.SEBATSPOR,0
DİYARBAKIRSPOR,2,GALATASARAY,0
A.SEBATSPOR,1,MALATYASPOR,1
ISTANBULSPOR,1,DENİZLİSPOR,1
SAMSUNSPOR,1,GAZİANTEPSPOR,3
FENERBAHCE,1,B.B. ANKARASPOR,0
KAYSERISPOR,1,GENÇLERBİRLİĞİ,2
ANKARAGUCU,0,TRABZONSPOR,2
RIZESPOR,2,SAKARYASPOR A.Ş.,0
KONYASPOR,2,BESIKTAS,2
SAKARYASPOR A.Ş.,4,SAMSUNSPOR,2
B.B. ANKARASPOR,1,KONYASPOR,3
GALATASARAY,1,MALATYASPOR,1
TRABZONSPOR,0,FENERBAHCE,2
DENİZLİSPOR,2,KAYSERISPOR,1
GENÇLERBİRLİĞİ,1,A.SEBATSPOR,1
GAZİANTEPSPOR,0,ISTANBULSPOR,1
DİYARBAKIRSPOR,0,ANKARAGUCU,1
BESIKTAS,2,RIZESPOR,2
ANKARAGUCU,0,GALATASARAY,1
KONYASPOR,1,TRABZONSPOR,1
RIZESPOR,2,B.B. ANKARASPOR,1
FENERBAHCE,3,DİYARBAKIRSPOR,0
A.SEBATSPOR,2,DENİZLİSPOR,1
ISTANBULSPOR,3,SAKARYASPOR A.Ş.,0
MALATYASPOR,0,GENÇLERBİRLİĞİ,2
KAYSERISPOR,3,GAZİANTEPSPOR,1
SAMSUNSPOR,2,BESIKTAS,4
FENERBAHCE,5,ANKARAGUCU,0
DENİZLİSPOR,0,MALATYASPOR,0
TRABZONSPOR,1,RIZESPOR,0
DİYARBAKIRSPOR,3,KONYASPOR,3
GENÇLERBİRLİĞİ,1,GALATASARAY,3
SAKARYASPOR A.Ş.,4,KAYSERISPOR,2
GAZİANTEPSPOR,6,A.SEBATSPOR,4
B.B. ANKARASPOR,0,SAMSUNSPOR,1
BESIKTAS,2,ISTANBULSPOR,1
KAYSERISPOR,1,BESIKTAS,2
A.SEBATSPOR,0,SAKARYASPOR A.Ş.,1
ISTANBULSPOR,1,B.B. ANKARASPOR,1
MALATYASPOR,2,GAZİANTEPSPOR,1
SAMSUNSPOR,0,TRABZONSPOR,4
KONYASPOR,3,ANKARAGUCU,4
GENÇLERBİRLİĞİ,1,DENİZLİSPOR,3
RIZESPOR,3,DİYARBAKIRSPOR,0
GALATASARAY,1,FENERBAHCE,0
DENİZLİSPOR,0,GALATASARAY,0
GAZİANTEPSPOR,1,GENÇLERBİRLİĞİ,0
ANKARAGUCU,0,RIZESPOR,0
TRABZONSPOR,1,ISTANBULSPOR,1
FENERBAHCE,3,KONYASPOR,0
B.B. ANKARASPOR,4,KAYSERISPOR,1
DİYARBAKIRSPOR,3,SAMSUNSPOR,0
SAKARYASPOR A.Ş.,4,MALATYASPOR,1
BESIKTAS,6,A.SEBATSPOR,1
KONYASPOR,0,GALATASARAY,2
SAKARYASPOR A.Ş.,2,GENÇLERBİRLİĞİ,2
DİYARBAKIRSPOR,1,ISTANBULSPOR,0
B.B. ANKARASPOR,2,A.SEBATSPOR,1
BESIKTAS,1,MALATYASPOR,0
GAZİANTEPSPOR,3,DENİZLİSPOR,1
TRABZONSPOR,3,KAYSERISPOR,1
ANKARAGUCU,1,SAMSUNSPOR,2
FENERBAHCE,2,RIZESPOR,0
GALATASARAY,5,GAZİANTEPSPOR,1
KAYSERISPOR,3,DİYARBAKIRSPOR,0
MALATYASPOR,2,B.B. ANKARASPOR,1
RIZESPOR,1,KONYASPOR,1
SAMSUNSPOR,1,FENERBAHCE,1
DENİZLİSPOR,6,SAKARYASPOR A.Ş.,1
A.SEBATSPOR,0,TRABZONSPOR,1
BESIKTAS,1,GENÇLERBİRLİĞİ,1
ISTANBULSPOR,1,ANKARAGUCU,2
BESIKTAS,0,GENÇLERBİRLİĞİ,0
RIZESPOR,0,GALATASARAY,3
ANKARAGUCU,2,KAYSERISPOR,2
KONYASPOR,3,SAMSUNSPOR,0
BESIKTAS,2,DENİZLİSPOR,0
TRABZONSPOR,3,MALATYASPOR,0
DİYARBAKIRSPOR,1,A.SEBATSPOR,0
SAKARYASPOR A.Ş.,2,GAZİANTEPSPOR,2
B.B. ANKARASPOR,2,GENÇLERBİRLİĞİ,1
FENERBAHCE,4,ISTANBULSPOR,0
GAZİANTEPSPOR,0,BESIKTAS,1
A.SEBATSPOR,0,ANKARAGUCU,0
ISTANBULSPOR,2,KONYASPOR,2
DENİZLİSPOR,1,B.B. ANKARASPOR,1
GALATASARAY,1,SAKARYASPOR A.Ş.,0
MALATYASPOR,2,DİYARBAKIRSPOR,1
SAMSUNSPOR,0,RIZESPOR,1
GENÇLERBİRLİĞİ,0,TRABZONSPOR,1
FENERBAHCE,7,KAYSERISPOR,0
DİYARBAKIRSPOR,1,GENÇLERBİRLİĞİ,3
ANKARAGUCU,3,MALATYASPOR,0
RIZESPOR,1,ISTANBULSPOR,1
SAMSUNSPOR,2,GALATASARAY,1
TRABZONSPOR,3,DENİZLİSPOR,0
B.B. ANKARASPOR,1,GAZİANTEPSPOR,0
KONYASPOR,3,KAYSERISPOR,1
BESIKTAS,2,SAKARYASPOR A.Ş.,1
FENERBAHCE,2,A.SEBATSPOR,0
ISTANBULSPOR,1,SAMSUNSPOR,1
SAKARYASPOR A.Ş.,1,B.B. ANKARASPOR,1
GENÇLERBİRLİĞİ,4,ANKARAGUCU,0
GALATASARAY,1,BESIKTAS,0
A.SEBATSPOR,3,KONYASPOR,5
DENİZLİSPOR,0,DİYARBAKIRSPOR,0
KAYSERISPOR,2,RIZESPOR,1
GAZİANTEPSPOR,3,TRABZONSPOR,2
MALATYASPOR,0,FENERBAHCE,2
ANKARAGUCU,1,DENİZLİSPOR,1
KONYASPOR,2,MALATYASPOR,0
TRABZONSPOR,4,SAKARYASPOR A.Ş.,3
ISTANBULSPOR,0,GALATASARAY,3
RIZESPOR,2,A.SEBATSPOR,1
SAMSUNSPOR,3,KAYSERISPOR,3
DİYARBAKIRSPOR,3,GAZİANTEPSPOR,0
B.B. ANKARASPOR,2,BESIKTAS,4
FENERBAHCE,3,GENÇLERBİRLİĞİ,2
DENİZLİSPOR,2,FENERBAHCE,0
MALATYASPOR,0,RIZESPOR,1
GAZİANTEPSPOR,2,ANKARAGUCU,0
KAYSERISPOR,0,ISTANBULSPOR,0
BESIKTAS,1,TRABZONSPOR,0
GENÇLERBİRLİĞİ,2,KONYASPOR,1
SAKARYASPOR A.Ş.,3,DİYARBAKIRSPOR,2
A.SEBATSPOR,3,SAMSUNSPOR,0
GALATASARAY,4,B.B. ANKARASPOR,2
ISTANBULSPOR,1,A.SEBATSPOR,0
RIZESPOR,1,GENÇLERBİRLİĞİ,1
ANKARAGUCU,2,SAKARYASPOR A.Ş.,7
FENERBAHCE,2,GAZİANTEPSPOR,0
SAMSUNSPOR,0,MALATYASPOR,1
TRABZONSPOR,2,B.B. ANKARASPOR,2
KONYASPOR,0,DENİZLİSPOR,0
DİYARBAKIRSPOR,0,BESIKTAS,0
KAYSERISPOR,2,GALATASARAY,2
BESIKTAS,4,ANKARAGUCU,1
A.SEBATSPOR,0,KAYSERISPOR,0
B.B. ANKARASPOR,3,DİYARBAKIRSPOR,0
MALATYASPOR,2,ISTANBULSPOR,0
SAKARYASPOR A.Ş.,0,FENERBAHCE,1
GENÇLERBİRLİĞİ,0,SAMSUNSPOR,0
GAZİANTEPSPOR,2,KONYASPOR,0
DENİZLİSPOR,3,RIZESPOR,0
GALATASARAY,0,TRABZONSPOR,2
DİYARBAKIRSPOR,0,TRABZONSPOR,1
A.SEBATSPOR,1,GALATASARAY,3
SAMSUNSPOR,4,DENİZLİSPOR,0
KONYASPOR,2,SAKARYASPOR A.Ş.,0
KAYSERISPOR,1,MALATYASPOR,1
ANKARAGUCU,2,B.B. ANKARASPOR,5
ISTANBULSPOR,1,GENÇLERBİRLİĞİ,3
RIZESPOR,1,GAZİANTEPSPOR,1
FENERBAHCE,3,BESIKTAS,4
GAZİANTEPSPOR,1,SAMSUNSPOR,3
MALATYASPOR,2,A.SEBATSPOR,2
GENÇLERBİRLİĞİ,0,KAYSERISPOR,0
BESIKTAS,2,KONYASPOR,1
TRABZONSPOR,3,ANKARAGUCU,1
DENİZLİSPOR,2,ISTANBULSPOR,2
SAKARYASPOR A.Ş.,3,RIZESPOR,1
B.B. ANKARASPOR,0,FENERBAHCE,1
GALATASARAY,1,DİYARBAKIRSPOR,0
ISTANBULSPOR,1,GAZİANTEPSPOR,3
RIZESPOR,0,BESIKTAS,1
KAYSERISPOR,1,DENİZLİSPOR,0
A.SEBATSPOR,0,GENÇLERBİRLİĞİ,5
ANKARAGUCU,4,DİYARBAKIRSPOR,1
SAMSUNSPOR,1,SAKARYASPOR A.Ş.,1
FENERBAHCE,2,TRABZONSPOR,1
KONYASPOR,2,B.B. ANKARASPOR,3
MALATYASPOR,0,GALATASARAY,1
B.B. ANKARASPOR,1,RIZESPOR,0
DİYARBAKIRSPOR,0,FENERBAHCE,2
TRABZONSPOR,4,KONYASPOR,2
GALATASARAY,2,ANKARAGUCU,1
GAZİANTEPSPOR,1,KAYSERISPOR,2
SAKARYASPOR A.Ş.,1,ISTANBULSPOR,3
GENÇLERBİRLİĞİ,5,MALATYASPOR,3
DENİZLİSPOR,4,A.SEBATSPOR,2
BESIKTAS,2,SAMSUNSPOR,0
MALATYASPOR,2,DENİZLİSPOR,2
SAMSUNSPOR,0,B.B. ANKARASPOR,0
A.SEBATSPOR,2,GAZİANTEPSPOR,0
RIZESPOR,1,TRABZONSPOR,2
KAYSERISPOR,1,SAKARYASPOR A.Ş.,0
GALATASARAY,1,GENÇLERBİRLİĞİ,2
KONYASPOR,2,DİYARBAKIRSPOR,1
ISTANBULSPOR,1,BESIKTAS,1
ANKARAGUCU,1,FENERBAHCE,0
SAKARYASPOR A.Ş.,4,A.SEBATSPOR,2
ANKARAGUCU,1,KONYASPOR,1
GAZİANTEPSPOR,4,MALATYASPOR,3
BESIKTAS,3,KAYSERISPOR,2
B.B. ANKARASPOR,3,ISTANBULSPOR,2
DİYARBAKIRSPOR,1,RIZESPOR,1
DENİZLİSPOR,1,GENÇLERBİRLİĞİ,1
TRABZONSPOR,3,SAMSUNSPOR,0
FENERBAHCE,1,GALATASARAY,0
KONYASPOR,4,FENERBAHCE,2
KAYSERISPOR,0,B.B. ANKARASPOR,0
GENÇLERBİRLİĞİ,2,GAZİANTEPSPOR,1
RIZESPOR,1,ANKARAGUCU,2
SAMSUNSPOR,0,DİYARBAKIRSPOR,1
A.SEBATSPOR,2,BESIKTAS,2
MALATYASPOR,4,SAKARYASPOR A.Ş.,2
GALATASARAY,4,DENİZLİSPOR,0
ISTANBULSPOR,0,TRABZONSPOR,5
GENÇLERBİRLİĞİ,0,FENERBAHCE,0
KAYSERİ ERCİYESSPOR,1,BESIKTAS,1
DİYARBAKIRSPOR,1,RIZESPOR,0
SIVASSPOR,1,MALATYASPOR,1
TRABZONSPOR,2,KAYSERISPOR,1
DENİZLİSPOR,1,ANKARASPOR A.Ş.,1
GALATASARAY,2,KONYASPOR,1
VESTEL MANİSASPOR,2,MKE ANKARAGÜCÜ,2
SAMSUNSPOR,2,GAZİANTEPSPOR,3
MKE ANKARAGÜCÜ,0,GALATASARAY,1
MALATYASPOR,0,VESTEL MANİSASPOR,5
RIZESPOR,1,SAMSUNSPOR,2
GAZİANTEPSPOR,0,SIVASSPOR,0
FENERBAHCE,2,DİYARBAKIRSPOR,2
KONYASPOR,0,TRABZONSPOR,0
ANKARASPOR A.Ş.,0,GENÇLERBİRLİĞİ,0
KAYSERISPOR,1,KAYSERİ ERCİYESSPOR,2
BESIKTAS,2,DENİZLİSPOR,0
TRABZONSPOR,3,MKE ANKARAGÜCÜ,1
SAMSUNSPOR,1,SIVASSPOR,2
DENİZLİSPOR,1,KAYSERISPOR,3
GENÇLERBİRLİĞİ,0,BESIKTAS,2
RIZESPOR,1,FENERBAHCE,2
DİYARBAKIRSPOR,1,ANKARASPOR A.Ş.,2
KAYSERİ ERCİYESSPOR,0,KONYASPOR,0
VESTEL MANİSASPOR,1,GAZİANTEPSPOR,2
GALATASARAY,5,MALATYASPOR,2
GAZİANTEPSPOR,2,GALATASARAY,2
KONYASPOR,1,DENİZLİSPOR,0
SIVASSPOR,1,VESTEL MANİSASPOR,0
ANKARASPOR A.Ş.,0,RIZESPOR,0
FENERBAHCE,5,SAMSUNSPOR,2
MALATYASPOR,1,TRABZONSPOR,1
MKE ANKARAGÜCÜ,1,KAYSERİ ERCİYESSPOR,2
KAYSERISPOR,2,GENÇLERBİRLİĞİ,0
BESIKTAS,1,DİYARBAKIRSPOR,1
RIZESPOR,1,BESIKTAS,0
DİYARBAKIRSPOR,0,KAYSERISPOR,2
KAYSERİ ERCİYESSPOR,1,MALATYASPOR,1
FENERBAHCE,2,ANKARASPOR A.Ş.,1
TRABZONSPOR,2,GAZİANTEPSPOR,0
SAMSUNSPOR,1,VESTEL MANİSASPOR,1
GENÇLERBİRLİĞİ,1,KONYASPOR,1
DENİZLİSPOR,0,MKE ANKARAGÜCÜ,0
GALATASARAY,2,SIVASSPOR,0
SIVASSPOR,2,TRABZONSPOR,1
MKE ANKARAGÜCÜ,1,GENÇLERBİRLİĞİ,1
KONYASPOR,5,DİYARBAKIRSPOR,1
KAYSERISPOR,3,RIZESPOR,1
MALATYASPOR,0,DENİZLİSPOR,1
VESTEL MANİSASPOR,1,GALATASARAY,4
BESIKTAS,1,FENERBAHCE,2
ANKARASPOR A.Ş.,3,SAMSUNSPOR,3
GAZİANTEPSPOR,1,KAYSERİ ERCİYESSPOR,2
TRABZONSPOR,0,VESTEL MANİSASPOR,2
GENÇLERBİRLİĞİ,2,MALATYASPOR,0
DENİZLİSPOR,1,GAZİANTEPSPOR,2
FENERBAHCE,3,KAYSERISPOR,0
ANKARASPOR A.Ş.,2,BESIKTAS,0
DİYARBAKIRSPOR,0,MKE ANKARAGÜCÜ,3
KAYSERİ ERCİYESSPOR,0,SIVASSPOR,0
RIZESPOR,1,KONYASPOR,1
SAMSUNSPOR,1,GALATASARAY,2
GAZİANTEPSPOR,1,GENÇLERBİRLİĞİ,1
SIVASSPOR,1,DENİZLİSPOR,0
KONYASPOR,2,FENERBAHCE,4
VESTEL MANİSASPOR,0,KAYSERİ ERCİYESSPOR,2
BESIKTAS,3,SAMSUNSPOR,2
MKE ANKARAGÜCÜ,1,RIZESPOR,0
KAYSERISPOR,2,ANKARASPOR A.Ş.,1
MALATYASPOR,1,DİYARBAKIRSPOR,2
GALATASARAY,4,TRABZONSPOR,1
KAYSERİ ERCİYESSPOR,1,GALATASARAY,2
DİYARBAKIRSPOR,1,GAZİANTEPSPOR,2
ANKARASPOR A.Ş.,0,KONYASPOR,0
FENERBAHCE,2,MKE ANKARAGÜCÜ,1
DENİZLİSPOR,1,VESTEL MANİSASPOR,1
RIZESPOR,1,MALATYASPOR,0
GENÇLERBİRLİĞİ,0,SIVASSPOR,1
SAMSUNSPOR,3,TRABZONSPOR,1
BESIKTAS,0,KAYSERISPOR,0
TRABZONSPOR,0,KAYSERİ ERCİYESSPOR,0
MKE ANKARAGÜCÜ,3,ANKARASPOR A.Ş.,2
KAYSERISPOR,6,SAMSUNSPOR,3
GALATASARAY,1,DENİZLİSPOR,1
VESTEL MANİSASPOR,0,GENÇLERBİRLİĞİ,3
GAZİANTEPSPOR,1,RIZESPOR,1
KONYASPOR,0,BESIKTAS,1
SIVASSPOR,4,DİYARBAKIRSPOR,1
MALATYASPOR,0,FENERBAHCE,3
DENİZLİSPOR,0,TRABZONSPOR,1
ANKARASPOR A.Ş.,1,MALATYASPOR,2
FENERBAHCE,1,GAZİANTEPSPOR,0
SAMSUNSPOR,1,KAYSERİ ERCİYESSPOR,1
DİYARBAKIRSPOR,0,VESTEL MANİSASPOR,2
GENÇLERBİRLİĞİ,2,GALATASARAY,1
KAYSERISPOR,1,KONYASPOR,0
RIZESPOR,1,SIVASSPOR,0
BESIKTAS,4,MKE ANKARAGÜCÜ,2
GALATASARAY,2,DİYARBAKIRSPOR,0
KAYSERİ ERCİYESSPOR,2,DENİZLİSPOR,0
TRABZONSPOR,1,GENÇLERBİRLİĞİ,1
GAZİANTEPSPOR,3,ANKARASPOR A.Ş.,3
VESTEL MANİSASPOR,1,RIZESPOR,1
MKE ANKARAGÜCÜ,2,KAYSERISPOR,0
KONYASPOR,4,SAMSUNSPOR,2
SIVASSPOR,2,FENERBAHCE,3
MALATYASPOR,1,BESIKTAS,1
DİYARBAKIRSPOR,3,TRABZONSPOR,0
GENÇLERBİRLİĞİ,3,KAYSERİ ERCİYESSPOR,0
SAMSUNSPOR,1,DENİZLİSPOR,2
FENERBAHCE,2,VESTEL MANİSASPOR,1
ANKARASPOR A.Ş.,1,SIVASSPOR,1
KONYASPOR,2,MKE ANKARAGÜCÜ,0
KAYSERISPOR,2,MALATYASPOR,0
BESIKTAS,0,GAZİANTEPSPOR,1
RIZESPOR,0,GALATASARAY,3
TRABZONSPOR,3,RIZESPOR,1
MALATYASPOR,1,KONYASPOR,0
VESTEL MANİSASPOR,1,ANKARASPOR A.Ş.,0
SIVASSPOR,1,BESIKTAS,3
DENİZLİSPOR,0,GENÇLERBİRLİĞİ,2
KAYSERİ ERCİYESSPOR,0,DİYARBAKIRSPOR,2
GAZİANTEPSPOR,1,KAYSERISPOR,4
MKE ANKARAGÜCÜ,1,SAMSUNSPOR,1
GALATASARAY,0,FENERBAHCE,1
FENERBAHCE,2,TRABZONSPOR,2
KONYASPOR,3,GAZİANTEPSPOR,2
RIZESPOR,2,KAYSERİ ERCİYESSPOR,2
ANKARASPOR A.Ş.,1,GALATASARAY,2
DİYARBAKIRSPOR,1,DENİZLİSPOR,0
GENÇLERBİRLİĞİ,0,SAMSUNSPOR,1
KAYSERISPOR,2,SIVASSPOR,2
BESIKTAS,3,VESTEL MANİSASPOR,1
MALATYASPOR,0,MKE ANKARAGÜCÜ,0
VESTEL MANİSASPOR,1,KAYSERISPOR,0
GAZİANTEPSPOR,1,MKE ANKARAGÜCÜ,1
DENİZLİSPOR,2,RIZESPOR,0
GALATASARAY,3,BESIKTAS,2
SAMSUNSPOR,1,MALATYASPOR,2
GENÇLERBİRLİĞİ,4,DİYARBAKIRSPOR,0
SIVASSPOR,1,KONYASPOR,1
TRABZONSPOR,2,ANKARASPOR A.Ş.,3
KAYSERİ ERCİYESSPOR,0,FENERBAHCE,3
KAYSERISPOR,1,GALATASARAY,3
MKE ANKARAGÜCÜ,0,SIVASSPOR,0
MALATYASPOR,2,GAZİANTEPSPOR,0
FENERBAHCE,6,DENİZLİSPOR,2
DİYARBAKIRSPOR,0,SAMSUNSPOR,0
RIZESPOR,1,GENÇLERBİRLİĞİ,1
KONYASPOR,1,VESTEL MANİSASPOR,1
ANKARASPOR A.Ş.,1,KAYSERİ ERCİYESSPOR,1
BESIKTAS,0,TRABZONSPOR,1
FENERBAHCE,3,GENÇLERBİRLİĞİ,0
MKE ANKARAGÜCÜ,0,VESTEL MANİSASPOR,2
BESIKTAS,2,KAYSERİ ERCİYESSPOR,2
RIZESPOR,2,DİYARBAKIRSPOR,0
ANKARASPOR A.Ş.,1,DENİZLİSPOR,3
MALATYASPOR,0,SIVASSPOR,0
KAYSERISPOR,4,TRABZONSPOR,2
GAZİANTEPSPOR,0,SAMSUNSPOR,1
KONYASPOR,0,GALATASARAY,1
