macNo,ev,evGol,dep,depGol
3701,BURSASPOR,2,ESKİŞEHİRSPOR,0
3702,TRABZONSPOR,1,KONYASPOR,2
3703,SIVASSPOR,2,MERSİN İDMANYURDU,2
3704,GAZIANTEPFK,2,OSMANLISPOR FUTBOL KULÜBÜ,1
3705,GENÇLERBİRLİĞİ,2,KAYSERISPOR,0
3706,BASAKSEHIR,0,GALATASARAY,2
3707,RIZESPOR,2,BURSASPOR,3
3708,ESKİŞEHİRSPOR,1,BESIKTAS,2
3709,ANTALYASPOR,0,KASIMPASA,0
3710,FENERBAHCE,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3711,BURSASPOR,0,ANTALYASPOR,2
3712,GALATASARAY,4,GENÇLERBİRLİĞİ,1
3713,KONYASPOR,2,GAZIANTEPFK,1
3714,KASIMPASA,2,SIVASSPOR,1
3715,KAYSERISPOR,0,FENERBAHCE,1
3716,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,ESKİŞEHİRSPOR,0
3717,BESIKTAS,1,RIZESPOR,0
3718,OSMANLISPOR FUTBOL KULÜBÜ,0,BASAKSEHIR,3
3719,MERSİN İDMANYURDU,3,TRABZONSPOR,2
3720,RIZESPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3721,ESKİŞEHİRSPOR,1,KAYSERISPOR,3
3722,KASIMPASA,0,BURSASPOR,1
3723,GENÇLERBİRLİĞİ,1,OSMANLISPOR FUTBOL KULÜBÜ,0
3724,GAZIANTEPFK,1,MERSİN İDMANYURDU,0
3725,SIVASSPOR,0,TRABZONSPOR,2
3726,BASAKSEHIR,4,KONYASPOR,0
3727,FENERBAHCE,1,GALATASARAY,1
3728,ANTALYASPOR,1,BESIKTAS,5
3729,KAYSERISPOR,0,RIZESPOR,0
3730,BURSASPOR,1,SIVASSPOR,0
3731,TRABZONSPOR,2,GAZIANTEPFK,2
3732,MERSİN İDMANYURDU,1,BASAKSEHIR,1
3733,OSMANLISPOR FUTBOL KULÜBÜ,0,FENERBAHCE,1
3734,GALATASARAY,4,ESKİŞEHİRSPOR,0
3735,KONYASPOR,0,GENÇLERBİRLİĞİ,0
3736,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,ANTALYASPOR,1
3737,BESIKTAS,3,KASIMPASA,3
3738,ESKİŞEHİRSPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,2
3739,GENÇLERBİRLİĞİ,1,MERSİN İDMANYURDU,1
3740,ANTALYASPOR,1,KAYSERISPOR,1
3741,BASAKSEHIR,1,TRABZONSPOR,0
3742,KASIMPASA,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
3743,RIZESPOR,4,GALATASARAY,3
3744,SIVASSPOR,3,GAZIANTEPFK,0
3745,FENERBAHCE,1,KONYASPOR,0
3746,BURSASPOR,0,BESIKTAS,1
3747,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,BURSASPOR,1
3748,MERSİN İDMANYURDU,1,FENERBAHCE,3
3749,KAYSERISPOR,0,KASIMPASA,0
3750,GALATASARAY,3,ANTALYASPOR,3
3751,KONYASPOR,3,ESKİŞEHİRSPOR,2
3752,OSMANLISPOR FUTBOL KULÜBÜ,0,RIZESPOR,1
3753,TRABZONSPOR,1,GENÇLERBİRLİĞİ,0
3754,BESIKTAS,2,SIVASSPOR,0
3755,GAZIANTEPFK,0,BASAKSEHIR,1
3756,ANTALYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
3757,RIZESPOR,0,KONYASPOR,0
3758,BURSASPOR,1,KAYSERISPOR,2
3759,SIVASSPOR,2,BASAKSEHIR,2
3760,ESKİŞEHİRSPOR,3,MERSİN İDMANYURDU,2
3761,GENÇLERBİRLİĞİ,2,GAZIANTEPFK,2
3762,BESIKTAS,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3763,KASIMPASA,2,GALATASARAY,2
3764,FENERBAHCE,2,TRABZONSPOR,0
3765,GALATASARAY,3,BURSASPOR,0
3766,OSMANLISPOR FUTBOL KULÜBÜ,0,KASIMPASA,1
3767,KONYASPOR,3,ANTALYASPOR,2
3768,KAYSERISPOR,1,BESIKTAS,2
3769,BASAKSEHIR,2,GENÇLERBİRLİĞİ,0
3770,GAZIANTEPFK,2,FENERBAHCE,2
3771,MERSİN İDMANYURDU,3,RIZESPOR,0
3772,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,SIVASSPOR,0
3773,TRABZONSPOR,3,ESKİŞEHİRSPOR,1
3774,BURSASPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,4
3775,KASIMPASA,2,KONYASPOR,1
3776,ESKİŞEHİRSPOR,1,GAZIANTEPFK,2
3777,RIZESPOR,3,TRABZONSPOR,0
3778,ANTALYASPOR,3,MERSİN İDMANYURDU,2
3779,KAYSERISPOR,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3780,GENÇLERBİRLİĞİ,0,SIVASSPOR,1
3781,FENERBAHCE,1,BASAKSEHIR,0
3782,BESIKTAS,2,GALATASARAY,1
3783,GAZIANTEPFK,2,RIZESPOR,0
3784,KONYASPOR,1,BURSASPOR,0
3785,TRABZONSPOR,3,ANTALYASPOR,0
3786,MERSİN İDMANYURDU,1,KASIMPASA,2
3787,SIVASSPOR,0,KAYSERISPOR,0
3788,GALATASARAY,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3789,GENÇLERBİRLİĞİ,0,FENERBAHCE,1
3790,BASAKSEHIR,2,ESKİŞEHİRSPOR,1
3791,OSMANLISPOR FUTBOL KULÜBÜ,2,BESIKTAS,3
3792,RIZESPOR,2,BASAKSEHIR,1
3793,ANTALYASPOR,0,GAZIANTEPFK,0
3794,KASIMPASA,1,TRABZONSPOR,1
3795,BURSASPOR,2,MERSİN İDMANYURDU,1
3796,KAYSERISPOR,1,GALATASARAY,1
3797,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,0
3798,BESIKTAS,4,KONYASPOR,0
3799,ESKİŞEHİRSPOR,2,GENÇLERBİRLİĞİ,0
3800,FENERBAHCE,2,SIVASSPOR,1
3801,KASIMPASA,1,GAZIANTEPFK,2
3802,KAYSERISPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,0
3803,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,KONYASPOR,2
3804,GALATASARAY,3,SIVASSPOR,1
3805,ANTALYASPOR,1,BASAKSEHIR,2
3806,RIZESPOR,2,GENÇLERBİRLİĞİ,3
3807,BURSASPOR,4,TRABZONSPOR,2
3808,ESKİŞEHİRSPOR,0,FENERBAHCE,3
3809,BESIKTAS,1,MERSİN İDMANYURDU,0
3810,KONYASPOR,1,KAYSERISPOR,0
3811,MERSİN İDMANYURDU,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
3812,OSMANLISPOR FUTBOL KULÜBÜ,3,GALATASARAY,2
3813,GENÇLERBİRLİĞİ,1,ANTALYASPOR,0
3814,SIVASSPOR,1,ESKİŞEHİRSPOR,2
3815,FENERBAHCE,2,RIZESPOR,1
3816,GAZIANTEPFK,2,BURSASPOR,3
3817,BASAKSEHIR,1,KASIMPASA,1
3818,TRABZONSPOR,0,BESIKTAS,2
3819,OSMANLISPOR FUTBOL KULÜBÜ,4,SIVASSPOR,0
3820,ANTALYASPOR,4,FENERBAHCE,2
3821,KAYSERISPOR,0,MERSİN İDMANYURDU,1
3822,BURSASPOR,3,BASAKSEHIR,3
3823,GALATASARAY,0,KONYASPOR,0
3824,RIZESPOR,1,ESKİŞEHİRSPOR,1
3825,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2,TRABZONSPOR,1
3826,BESIKTAS,4,GAZIANTEPFK,0
3827,KASIMPASA,0,GENÇLERBİRLİĞİ,1
3828,FENERBAHCE,3,KASIMPASA,1
3829,GENÇLERBİRLİĞİ,2,BURSASPOR,0
3830,KONYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
3831,MERSİN İDMANYURDU,2,GALATASARAY,1
3832,GAZIANTEPFK,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
3833,SIVASSPOR,2,RIZESPOR,1
3834,ESKİŞEHİRSPOR,3,ANTALYASPOR,2
3835,BASAKSEHIR,2,BESIKTAS,2
3836,TRABZONSPOR,2,KAYSERISPOR,1
3837,KONYASPOR,2,SIVASSPOR,1
3838,KASIMPASA,2,ESKİŞEHİRSPOR,1
3839,ANTALYASPOR,2,RIZESPOR,1
3840,BURSASPOR,0,FENERBAHCE,0
3841,KAYSERISPOR,2,GAZIANTEPFK,2
3842,OSMANLISPOR FUTBOL KULÜBÜ,3,MERSİN İDMANYURDU,1
3843,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,BASAKSEHIR,0
3844,GALATASARAY,2,TRABZONSPOR,1
3845,BESIKTAS,1,GENÇLERBİRLİĞİ,0
3846,BASAKSEHIR,1,KAYSERISPOR,0
3847,RIZESPOR,2,KASIMPASA,0
3848,MERSİN İDMANYURDU,0,KONYASPOR,2
3849,ESKİŞEHİRSPOR,0,BURSASPOR,1
3850,TRABZONSPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,2
3851,SIVASSPOR,0,ANTALYASPOR,0
3852,GENÇLERBİRLİĞİ,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
3853,GAZIANTEPFK,2,GALATASARAY,0
3854,FENERBAHCE,2,BESIKTAS,0
3855,MERSİN İDMANYURDU,1,SIVASSPOR,0
3856,KAYSERISPOR,0,GENÇLERBİRLİĞİ,2
3857,BURSASPOR,1,RIZESPOR,0
3858,OSMANLISPOR FUTBOL KULÜBÜ,1,GAZIANTEPFK,1
3859,KASIMPASA,2,ANTALYASPOR,1
3860,GALATASARAY,3,BASAKSEHIR,3
3861,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,FENERBAHCE,3
3862,KONYASPOR,2,TRABZONSPOR,0
3863,BESIKTAS,3,ESKİŞEHİRSPOR,1
3864,TRABZONSPOR,1,MERSİN İDMANYURDU,0
3865,GAZIANTEPFK,0,KONYASPOR,1
3866,BASAKSEHIR,2,OSMANLISPOR FUTBOL KULÜBÜ,3
3867,RIZESPOR,1,BESIKTAS,2
3868,ESKİŞEHİRSPOR,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3
3869,GENÇLERBİRLİĞİ,1,GALATASARAY,1
3870,FENERBAHCE,1,KAYSERISPOR,0
3871,SIVASSPOR,1,KASIMPASA,0
3872,ANTALYASPOR,3,BURSASPOR,0
3873,KAYSERISPOR,0,ESKİŞEHİRSPOR,0
3874,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,RIZESPOR,1
3875,OSMANLISPOR FUTBOL KULÜBÜ,3,GENÇLERBİRLİĞİ,1
3876,TRABZONSPOR,1,SIVASSPOR,0
3877,BESIKTAS,1,ANTALYASPOR,0
3878,KONYASPOR,1,BASAKSEHIR,1
3879,MERSİN İDMANYURDU,0,GAZIANTEPFK,0
3880,BURSASPOR,4,KASIMPASA,1
3881,GALATASARAY,0,FENERBAHCE,0
3882,GENÇLERBİRLİĞİ,0,KONYASPOR,1
3883,GAZIANTEPFK,0,TRABZONSPOR,1
3884,ESKİŞEHİRSPOR,4,GALATASARAY,3
3885,SIVASSPOR,1,BURSASPOR,2
3886,BASAKSEHIR,3,MERSİN İDMANYURDU,0
3887,ANTALYASPOR,2,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3888,FENERBAHCE,0,OSMANLISPOR FUTBOL KULÜBÜ,0
3889,RIZESPOR,0,KAYSERISPOR,0
3890,KASIMPASA,2,BESIKTAS,1
3891,GAZIANTEPFK,0,SIVASSPOR,1
3892,OSMANLISPOR FUTBOL KULÜBÜ,0,ESKİŞEHİRSPOR,0
3893,GALATASARAY,1,RIZESPOR,1
3894,KONYASPOR,2,FENERBAHCE,1
3895,MERSİN İDMANYURDU,1,GENÇLERBİRLİĞİ,3
3896,KAYSERISPOR,0,ANTALYASPOR,0
3897,TRABZONSPOR,1,BASAKSEHIR,1
3898,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,KASIMPASA,1
3899,BESIKTAS,3,BURSASPOR,2
3900,ESKİŞEHİRSPOR,1,KONYASPOR,2
3901,RIZESPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,1
3902,ANTALYASPOR,4,GALATASARAY,2
3903,SIVASSPOR,1,BESIKTAS,2
3904,KASIMPASA,1,KAYSERISPOR,2
3905,BASAKSEHIR,4,GAZIANTEPFK,1
3906,BURSASPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3907,FENERBAHCE,4,MERSİN İDMANYURDU,1
3908,GENÇLERBİRLİĞİ,3,TRABZONSPOR,1
3909,KAYSERISPOR,2,BURSASPOR,1
3910,OSMANLISPOR FUTBOL KULÜBÜ,3,ANTALYASPOR,0
3911,BASAKSEHIR,2,SIVASSPOR,2
3912,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,BESIKTAS,3
3913,KONYASPOR,3,RIZESPOR,1
3914,MERSİN İDMANYURDU,1,ESKİŞEHİRSPOR,2
3915,GALATASARAY,4,KASIMPASA,1
3916,TRABZONSPOR,0,FENERBAHCE,4
3917,GAZIANTEPFK,1,GENÇLERBİRLİĞİ,3
3918,RIZESPOR,2,MERSİN İDMANYURDU,0
3919,BURSASPOR,1,GALATASARAY,1
3920,GENÇLERBİRLİĞİ,0,BASAKSEHIR,0
3921,ESKİŞEHİRSPOR,1,TRABZONSPOR,0
3922,BESIKTAS,4,KAYSERISPOR,0
3923,SIVASSPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
3924,FENERBAHCE,3,GAZIANTEPFK,0
3925,ANTALYASPOR,1,KONYASPOR,0
3926,KASIMPASA,1,OSMANLISPOR FUTBOL KULÜBÜ,1
3927,SIVASSPOR,2,GENÇLERBİRLİĞİ,1
3928,GAZIANTEPFK,1,ESKİŞEHİRSPOR,1
3929,OSMANLISPOR FUTBOL KULÜBÜ,3,BURSASPOR,3
3930,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,KAYSERISPOR,1
3931,TRABZONSPOR,6,RIZESPOR,0
3932,MERSİN İDMANYURDU,0,ANTALYASPOR,1
3933,GALATASARAY,0,BESIKTAS,1
3934,BASAKSEHIR,2,FENERBAHCE,1
3935,KONYASPOR,2,KASIMPASA,0
3936,ANTALYASPOR,7,TRABZONSPOR,0
3937,BURSASPOR,1,KONYASPOR,1
3938,RIZESPOR,1,GAZIANTEPFK,0
3939,KAYSERISPOR,1,SIVASSPOR,1
3940,ESKİŞEHİRSPOR,1,BASAKSEHIR,2
3941,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,GALATASARAY,2
3942,FENERBAHCE,2,GENÇLERBİRLİĞİ,1
3943,KASIMPASA,7,MERSİN İDMANYURDU,0
3944,BESIKTAS,3,OSMANLISPOR FUTBOL KULÜBÜ,1
3945,KONYASPOR,2,BESIKTAS,1
3946,MERSİN İDMANYURDU,2,BURSASPOR,5
3947,BASAKSEHIR,1,RIZESPOR,0
3948,SIVASSPOR,2,FENERBAHCE,2
3949,TRABZONSPOR,0,KASIMPASA,6
3950,GENÇLERBİRLİĞİ,3,ESKİŞEHİRSPOR,1
3951,OSMANLISPOR FUTBOL KULÜBÜ,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
3952,GAZIANTEPFK,2,ANTALYASPOR,0
3953,GALATASARAY,6,KAYSERISPOR,0
3954,ADANASPOR A.Ş.,1,BURSASPOR,2
3955,TRABZONSPOR,2,KASIMPASA,0
3956,RIZESPOR,1,KONYASPOR,1
3957,BESIKTAS,4,ALANYASPOR,1
3958,GENÇLERBİRLİĞİ,2,GAZIANTEPFK,0
3959,KAYSERISPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
3960,BASAKSEHIR,1,FENERBAHCE,0
3961,ANTALYASPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,0
3962,GALATASARAY,1,KARDEMİR KARABÜKSPOR,0
3963,KONYASPOR,2,BESIKTAS,2
3964,ALANYASPOR,2,ANTALYASPOR,1
3965,KASIMPASA,1,ADANASPOR A.Ş.,1
3966,GAZIANTEPFK,1,TRABZONSPOR,0
3967,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,GALATASARAY,3
3968,KARDEMİR KARABÜKSPOR,3,RIZESPOR,0
3969,BURSASPOR,0,BASAKSEHIR,2
3970,FENERBAHCE,3,KAYSERISPOR,3
3971,OSMANLISPOR FUTBOL KULÜBÜ,2,GENÇLERBİRLİĞİ,2
3972,BASAKSEHIR,3,KASIMPASA,1
3973,KAYSERISPOR,1,GALATASARAY,1
3974,ADANASPOR A.Ş.,0,GAZIANTEPFK,0
3975,GENÇLERBİRLİĞİ,0,ALANYASPOR,0
3976,BESIKTAS,3,KARDEMİR KARABÜKSPOR,1
3977,TRABZONSPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,2
3978,RIZESPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
3979,ANTALYASPOR,1,KONYASPOR,3
3980,FENERBAHCE,0,BURSASPOR,1
3981,KARDEMİR KARABÜKSPOR,3,ANTALYASPOR,2
3982,BURSASPOR,3,KAYSERISPOR,1
3983,ALANYASPOR,3,TRABZONSPOR,0
3984,GALATASARAY,2,RIZESPOR,0
3985,KONYASPOR,1,GENÇLERBİRLİĞİ,1
3986,OSMANLISPOR FUTBOL KULÜBÜ,1,ADANASPOR A.Ş.,0
3987,GAZIANTEPFK,0,BASAKSEHIR,1
3988,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,BESIKTAS,2
3989,KASIMPASA,1,FENERBAHCE,5
3990,ANTALYASPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
3991,BASAKSEHIR,2,OSMANLISPOR FUTBOL KULÜBÜ,2
3992,TRABZONSPOR,1,KONYASPOR,0
3993,BESIKTAS,2,GALATASARAY,2
3994,KAYSERISPOR,2,RIZESPOR,1
3995,BURSASPOR,1,KASIMPASA,0
3996,FENERBAHCE,2,GAZIANTEPFK,1
3997,GENÇLERBİRLİĞİ,2,KARDEMİR KARABÜKSPOR,0
3998,ADANASPOR A.Ş.,3,ALANYASPOR,2
3999,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,GENÇLERBİRLİĞİ,0
4000,KASIMPASA,3,KAYSERISPOR,1
4001,KARDEMİR KARABÜKSPOR,4,TRABZONSPOR,0
4002,GAZIANTEPFK,3,BURSASPOR,2
4003,RIZESPOR,0,BESIKTAS,1
4004,ALANYASPOR,0,BASAKSEHIR,5
4005,GALATASARAY,3,ANTALYASPOR,1
4006,KONYASPOR,1,ADANASPOR A.Ş.,0
4007,OSMANLISPOR FUTBOL KULÜBÜ,1,FENERBAHCE,1
4008,KASIMPASA,0,GAZIANTEPFK,0
4009,KAYSERISPOR,0,BESIKTAS,1
4010,ADANASPOR A.Ş.,1,KARDEMİR KARABÜKSPOR,2
4011,GENÇLERBİRLİĞİ,0,GALATASARAY,1
4012,BASAKSEHIR,1,KONYASPOR,1
4013,BURSASPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,0
4014,FENERBAHCE,1,ALANYASPOR,1
4015,TRABZONSPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
4016,ANTALYASPOR,1,RIZESPOR,1
4017,RIZESPOR,2,GENÇLERBİRLİĞİ,1
4018,GAZIANTEPFK,1,KAYSERISPOR,2
4019,ALANYASPOR,0,BURSASPOR,2
4020,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,ADANASPOR A.Ş.,0
4021,GALATASARAY,0,TRABZONSPOR,1
4022,KARDEMİR KARABÜKSPOR,0,BASAKSEHIR,2
4023,OSMANLISPOR FUTBOL KULÜBÜ,1,KASIMPASA,2
4024,BESIKTAS,3,ANTALYASPOR,0
4025,KONYASPOR,0,FENERBAHCE,1
4026,GENÇLERBİRLİĞİ,1,BESIKTAS,1
4027,GAZIANTEPFK,3,OSMANLISPOR FUTBOL KULÜBÜ,1
4028,BURSASPOR,2,KONYASPOR,0
4029,ADANASPOR A.Ş.,0,GALATASARAY,1
4030,BASAKSEHIR,5,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
4031,TRABZONSPOR,2,RIZESPOR,2
4032,FENERBAHCE,5,KARDEMİR KARABÜKSPOR,0
4033,KASIMPASA,2,ALANYASPOR,1
4034,KAYSERISPOR,0,ANTALYASPOR,1
4035,GALATASARAY,1,BASAKSEHIR,2
4036,ALANYASPOR,4,GAZIANTEPFK,3
4037,KARDEMİR KARABÜKSPOR,0,BURSASPOR,0
4038,ANTALYASPOR,1,GENÇLERBİRLİĞİ,0
4039,BESIKTAS,2,TRABZONSPOR,1
4040,RIZESPOR,2,ADANASPOR A.Ş.,2
4041,OSMANLISPOR FUTBOL KULÜBÜ,1,KAYSERISPOR,1
4042,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,FENERBAHCE,3
4043,KONYASPOR,2,KASIMPASA,1
4044,GAZIANTEPFK,0,KONYASPOR,3
4045,BURSASPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
4046,ADANASPOR A.Ş.,1,BESIKTAS,2
4047,OSMANLISPOR FUTBOL KULÜBÜ,2,ALANYASPOR,0
4048,KASIMPASA,2,KARDEMİR KARABÜKSPOR,2
4049,KAYSERISPOR,0,GENÇLERBİRLİĞİ,2
4050,FENERBAHCE,2,GALATASARAY,0
4051,BASAKSEHIR,2,RIZESPOR,1
4052,TRABZONSPOR,0,ANTALYASPOR,1
4053,ALANYASPOR,3,KAYSERISPOR,0
4054,GALATASARAY,3,BURSASPOR,1
4055,KARDEMİR KARABÜKSPOR,2,GAZIANTEPFK,0
4056,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,KASIMPASA,0
4057,ANTALYASPOR,1,ADANASPOR A.Ş.,0
4058,BESIKTAS,1,BASAKSEHIR,1
4059,GENÇLERBİRLİĞİ,0,TRABZONSPOR,0
4060,RIZESPOR,1,FENERBAHCE,5
4061,KONYASPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,1
4062,BASAKSEHIR,2,ANTALYASPOR,2
4063,FENERBAHCE,0,BESIKTAS,0
4064,ALANYASPOR,2,KONYASPOR,3
4065,OSMANLISPOR FUTBOL KULÜBÜ,2,KARDEMİR KARABÜKSPOR,1
4066,GAZIANTEPFK,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,2
4067,KASIMPASA,1,GALATASARAY,2
4068,ADANASPOR A.Ş.,0,GENÇLERBİRLİĞİ,2
4069,BURSASPOR,2,RIZESPOR,1
4070,KAYSERISPOR,0,TRABZONSPOR,1
4071,TRABZONSPOR,4,ADANASPOR A.Ş.,1
4072,RIZESPOR,0,KASIMPASA,1
4073,GENÇLERBİRLİĞİ,0,BASAKSEHIR,0
4074,BESIKTAS,2,BURSASPOR,1
4075,KARDEMİR KARABÜKSPOR,0,ALANYASPOR,2
4076,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,OSMANLISPOR FUTBOL KULÜBÜ,2
4077,KONYASPOR,1,KAYSERISPOR,0
4078,GALATASARAY,3,GAZIANTEPFK,1
4079,ANTALYASPOR,1,FENERBAHCE,0
4080,BASAKSEHIR,1,TRABZONSPOR,0
4081,KASIMPASA,2,BESIKTAS,1
4082,GAZIANTEPFK,1,RIZESPOR,2
4083,KARDEMİR KARABÜKSPOR,1,KONYASPOR,1
4084,ADANASPOR A.Ş.,2,KAYSERISPOR,1
4085,OSMANLISPOR FUTBOL KULÜBÜ,2,GALATASARAY,2
4086,ALANYASPOR,0,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
4087,BURSASPOR,2,ANTALYASPOR,1
4088,FENERBAHCE,3,GENÇLERBİRLİĞİ,0
4089,ADANASPOR A.Ş.,1,BASAKSEHIR,1
4090,BESIKTAS,1,GAZIANTEPFK,0
4091,RIZESPOR,0,OSMANLISPOR FUTBOL KULÜBÜ,1
4092,KAYSERISPOR,2,KARDEMİR KARABÜKSPOR,0
4093,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,KONYASPOR,0
4094,ANTALYASPOR,2,KASIMPASA,1
4095,GALATASARAY,5,ALANYASPOR,1
4096,GENÇLERBİRLİĞİ,3,BURSASPOR,1
4097,TRABZONSPOR,0,FENERBAHCE,3
4098,BURSASPOR,1,TRABZONSPOR,2
4099,ALANYASPOR,2,RIZESPOR,3
4100,KARDEMİR KARABÜKSPOR,1,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
4101,BASAKSEHIR,5,KAYSERISPOR,0
4102,KONYASPOR,0,GALATASARAY,1
4103,KASIMPASA,3,GENÇLERBİRLİĞİ,0
4104,GAZIANTEPFK,0,ANTALYASPOR,3
4105,FENERBAHCE,2,ADANASPOR A.Ş.,2
4106,OSMANLISPOR FUTBOL KULÜBÜ,0,BESIKTAS,2
4107,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0,KAYSERISPOR,0
4108,KONYASPOR,2,RIZESPOR,1
4109,BURSASPOR,0,ADANASPOR A.Ş.,1
4110,KARDEMİR KARABÜKSPOR,2,GALATASARAY,1
4111,OSMANLISPOR FUTBOL KULÜBÜ,1,ANTALYASPOR,2
4112,KASIMPASA,0,TRABZONSPOR,1
4113,FENERBAHCE,1,BASAKSEHIR,0
4114,ALANYASPOR,1,BESIKTAS,4
4115,GAZIANTEPFK,0,GENÇLERBİRLİĞİ,1
4116,RIZESPOR,1,KARDEMİR KARABÜKSPOR,0
4117,ANTALYASPOR,2,ALANYASPOR,1
4118,GALATASARAY,6,AKHİSAR BELEDİYE GENÇLİK VE SPOR,0
4119,GENÇLERBİRLİĞİ,1,OSMANLISPOR FUTBOL KULÜBÜ,1
4120,BASAKSEHIR,1,BURSASPOR,0
4121,TRABZONSPOR,4,GAZIANTEPFK,0
4122,KAYSERISPOR,4,FENERBAHCE,1
4123,ADANASPOR A.Ş.,3,KASIMPASA,0
4124,BESIKTAS,5,KONYASPOR,1
4125,KARDEMİR KARABÜKSPOR,2,BESIKTAS,1
4126,ALANYASPOR,3,GENÇLERBİRLİĞİ,0
4127,OSMANLISPOR FUTBOL KULÜBÜ,0,TRABZONSPOR,1
4128,BURSASPOR,1,FENERBAHCE,1
4129,KASIMPASA,4,BASAKSEHIR,0
4130,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1,RIZESPOR,0
4131,KONYASPOR,1,ANTALYASPOR,1
4132,GALATASARAY,1,KAYSERISPOR,2
4133,GAZIANTEPFK,1,ADANASPOR A.Ş.,0
4134,KAYSERISPOR,2,BURSASPOR,0
4135,ANTALYASPOR,1,KARDEMİR KARABÜKSPOR,0
4136,BASAKSEHIR,0,GAZIANTEPFK,0
4137,RIZESPOR,1,GALATASARAY,1
4138,GENÇLERBİRLİĞİ,2,KONYASPOR,0
4139,FENERBAHCE,0,KASIMPASA,0
4140,ADANASPOR A.Ş.,1,OSMANLISPOR FUTBOL KULÜBÜ,5
4141,BESIKTAS,3,AKHİSAR BELEDİYE GENÇLİK VE SPOR,1
4142,TRABZONSPOR,0,ALANYASPOR,0
4143,RIZESPOR,2,KAYSERISPOR,4
4144,KASIMPASA,4,BURSASPOR,0
4145,ALANYASPOR,4,ADANASPOR A.Ş.,1
4146,AKHİSAR BELEDİYE GENÇLİK VE SPOR,3,ANTALYASPOR,0
4147,KONYASPOR,1,TRABZONSPOR,1
4148,KARDEMİR KARABÜKSPOR,1,GENÇLERBİRLİĞİ,0
4149,OSMANLISPOR FUTBOL KULÜBÜ,0,BASAKSEHIR,1
4150,GAZIANTEPFK,1,FENERBAHCE,1
4151,GALATASARAY,0,BESIKTAS,1
4152,TRABZONSPOR,1,KARDEMİR KARABÜKSPOR,0
